attendance,satisfaction,income
10,0.33333333333333337,50.0
10,0.33333333333333337,47.5
9,0.45,41.85
10,0.33333333333333337,44.5
4,0.2666666666666667,17.2
9,0.45,36.9
10,0.33333333333333337,38.0
0,0.0,0.0
10,0.33333333333333337,36.49999999999999
0,0.0,0.0
10,0.33333333333333337,35.49999999999999
0,0.0,0.0
10,0.33333333333333337,34.49999999999999
0,0.0,0.0
10,0.33333333333333337,33.499999999999986
0,0.0,0.0
10,0.33333333333333337,32.49999999999999
0,0.0,0.0
10,0.33333333333333337,31.499999999999993
0,0.0,0.0
10,0.33333333333333337,30.5
0,0.0,0.0
10,0.33333333333333337,29.5
0,0.0,0.0
10,0.33333333333333337,28.500000000000007
0,0.0,0.0
10,0.33333333333333337,27.500000000000004
0,0.0,0.0
10,0.33333333333333337,26.500000000000004
0,0.0,0.0
10,0.33333333333333337,25.500000000000004
0,0.0,0.0
10,0.33333333333333337,24.5
0,0.0,0.0
10,0.33333333333333337,23.5
1,0.016666666666666663,2.5500000000000003
10,0.33333333333333337,23.000000000000004
0,0.0,0.0
10,0.33333333333333337,22.0
1,0.016666666666666663,2.4000000000000004
10,0.33333333333333337,21.500000000000004
0,0.0,0.0
10,0.33333333333333337,20.500000000000007
1,0.016666666666666663,2.250000000000001
10,0.33333333333333337,20.000000000000007
0,0.0,0.0
10,0.33333333333333337,19.00000000000001
0,0.0,0.0
10,0.33333333333333337,18.00000000000001
0,0.0,0.0
10,0.33333333333333337,17.000000000000014
0,0.0,0.0
10,0.33333333333333337,16.00000000000001
0,0.0,0.0
10,0.33333333333333337,15.000000000000009
0,0.0,0.0
10,0.33333333333333337,14.000000000000007
0,0.0,0.0
10,0.33333333333333337,13.000000000000007
0,0.0,0.0
10,0.33333333333333337,12.000000000000007
0,0.0,0.0
10,0.33333333333333337,11.000000000000005
1,0.016666666666666663,1.3000000000000005
9,0.45,9.450000000000005
0,0.0,0.0
10,0.33333333333333337,9.000000000000005
0,0.0,0.0
10,0.33333333333333337,8.000000000000005
1,0.016666666666666663,1.0000000000000004
10,0.33333333333333337,7.500000000000002
0,0.0,0.0
10,0.33333333333333337,6.500000000000002
0,0.0,0.0
10,0.33333333333333337,5.500000000000003
0,0.0,0.0
10,0.33333333333333337,4.5000000000000036
0,0.0,0.0
10,0.33333333333333337,3.5000000000000027
0,0.0,0.0
9,0.45,2.250000000000004
1,0.016666666666666663,0.40000000000000063
10,0.33333333333333337,1.500000000000007
1,0.016666666666666663,0.35000000000000075
10,0.33333333333333337,1.0000000000000064
1,0.016666666666666663,0.3000000000000005
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
2,0.06666666666666668,0.5999999999999999
9,0.45,0.9
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000004
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.2999999999999998
10,0.33333333333333337,1.0
1,0.016666666666666663,0.29999999999999966
10,0.33333333333333337,1.0
1,0.016666666666666663,0.2999999999999997
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000016
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000016
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000004
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000016
9,0.45,0.9
2,0.06666666666666668,0.5000000000000004
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000016
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.29999999999999993
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000004
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000004
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000027
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000016
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
9,0.45,0.9
1,0.016666666666666663,0.24999999999999983
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.30000000000000016
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
1,0.016666666666666663,0.3000000000000001
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
9,0.45,0.9
1,0.016666666666666663,0.2500000000000002
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
0,0.0,0.0
10,0.33333333333333337,1.0
