attendance,satisfaction,income
1,0.016666666666666663,3
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
9,0.45,90
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
5,0.4166666666666667,50
6,0.6,18
1,0.016666666666666663,5
10,0.33333333333333337,30
0,0.0,0
5,0.4166666666666667,50
3,0.15,15
6,0.6,18
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
7,0.5833333333333333,70
1,0.016666666666666663,5
10,0.33333333333333337,30
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
5,0.4166666666666667,50
4,0.2666666666666667,12
5,0.4166666666666667,15
4,0.2666666666666667,12
6,0.6,18
0,0.0,0
5,0.4166666666666667,50
5,0.4166666666666667,15
4,0.2666666666666667,12
7,0.5833333333333333,21
1,0.016666666666666663,7
10,0.33333333333333337,30
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
1,0.016666666666666663,10
10,0.33333333333333337,30
0,0.0,0
8,0.5333333333333334,40
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
8,0.5333333333333334,56
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,3
9,0.45,27
0,0.0,0
6,0.6,60
0,0.0,0
10,0.33333333333333337,50
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
9,0.45,63
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
10,0.33333333333333337,50
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
5,0.4166666666666667,15
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
9,0.45,45
0,0.0,0
9,0.45,45
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
4,0.2666666666666667,40
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
10,0.33333333333333337,30
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
4,0.2666666666666667,40
8,0.5333333333333334,24
0,0.0,0
9,0.45,63
0,0.0,0
6,0.6,60
1,0.016666666666666663,10
7,0.5833333333333333,49
0,0.0,0
6,0.6,60
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
9,0.45,90
0,0.0,0
3,0.15,30
8,0.5333333333333334,24
0,0.0,0
4,0.2666666666666667,40
3,0.15,9
7,0.5833333333333333,21
0,0.0,0
7,0.5833333333333334,70
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
7,0.5833333333333334,70
0,0.0,0
3,0.15,30
5,0.4166666666666667,25
1,0.016666666666666663,7
5,0.4166666666666667,35
1,0.016666666666666663,7
8,0.5333333333333334,56
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
3,0.15,30
9,0.45,27
0,0.0,0
5,0.4166666666666667,50
2,0.06666666666666668,6
10,0.33333333333333337,30
0,0.0,0
4,0.2666666666666667,40
6,0.6,18
0,0.0,0
4,0.2666666666666667,40
7,0.5833333333333333,21
1,0.016666666666666663,10
4,0.2666666666666667,40
6,0.6,18
0,0.0,0
9,0.45,90
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
9,0.45,90
1,0.016666666666666663,7
7,0.5833333333333333,49
0,0.0,0
10,0.33333333333333337,70
1,0.016666666666666663,3
10,0.33333333333333337,30
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
9,0.45,90
0,0.0,0
6,0.6,60
1,0.016666666666666663,10
9,0.45,63
0,0.0,0
6,0.6,60
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
5,0.4166666666666667,35
0,0.0,0
6,0.6,60
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
7,0.5833333333333333,70
1,0.016666666666666663,3
9,0.45,63
0,0.0,0
6,0.6,60
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
4,0.2666666666666667,40
6,0.6,18
1,0.016666666666666663,10
4,0.2666666666666667,28
5,0.4166666666666667,15
1,0.016666666666666663,7
7,0.5833333333333333,49
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
4,0.2666666666666667,40
2,0.06666666666666668,10
9,0.45,27
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
9,0.45,63
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
7,0.5833333333333334,70
0,0.0,0
4,0.2666666666666667,40
5,0.4166666666666667,15
1,0.016666666666666663,5
8,0.5333333333333334,56
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
6,0.6,60
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
4,0.2666666666666667,40
1,0.016666666666666663,10
10,0.33333333333333337,70
0,0.0,0
4,0.2666666666666667,40
4,0.2666666666666667,12
7,0.5833333333333333,21
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
10,0.33333333333333337,50
0,0.0,0
6,0.6,60
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
4,0.2666666666666667,40
5,0.4166666666666667,15
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
8,0.5333333333333334,56
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
6,0.6,42
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
6,0.6,60
1,0.016666666666666663,10
6,0.6,42
0,0.0,0
6,0.6,60
1,0.016666666666666663,10
8,0.5333333333333334,56
0,0.0,0
6,0.6,60
0,0.0,0
7,0.5833333333333334,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
9,0.45,90
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
3,0.15,21
6,0.6,18
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
9,0.45,90
0,0.0,0
5,0.4166666666666667,50
2,0.06666666666666668,14
9,0.45,27
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
3,0.15,21
9,0.45,27
0,0.0,0
9,0.45,63
1,0.016666666666666663,7
8,0.5333333333333334,56
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
7,0.5833333333333334,70
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
4,0.2666666666666667,40
5,0.4166666666666667,15
1,0.016666666666666663,7
8,0.5333333333333334,56
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
6,0.6,60
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
4,0.2666666666666667,40
3,0.15,9
9,0.45,27
0,0.0,0
6,0.6,60
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
9,0.45,90
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
9,0.45,90
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
6,0.6,42
0,0.0,0
9,0.45,90
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
8,0.5333333333333334,56
0,0.0,0
9,0.45,90
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
6,0.6,60
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
8,0.5333333333333334,56
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
3,0.15,30
8,0.5333333333333334,24
0,0.0,0
5,0.4166666666666667,50
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
6,0.6,60
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
9,0.45,90
0,0.0,0
5,0.4166666666666667,50
1,0.016666666666666663,7
6,0.6,42
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
10,0.33333333333333337,30
0,0.0,0
6,0.6,60
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
6,0.6,60
0,0.0,0
9,0.45,90
0,0.0,0
6,0.6,60
0,0.0,0
6,0.6,60
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
8,0.5333333333333334,80
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
4,0.2666666666666667,40
7,0.5833333333333333,21
0,0.0,0
7,0.5833333333333333,70
0,0.0,0
